"product_id";"asin";"parent_asin";"price";"prime";"sku";"sr_sku";"locale";"sync_speed";"curl_code";"sync_flag";"syncable";"enabled";"offerUrl";"merchantOfferUrl";"productUrl";"sync_log";"sync_message";"merchantId";"merchantName";"shippingPrice";"shipping";"delivery";"title";"stock";"StockString";"isAddon";"category";"description";"short_description";"mpn";"ean";"upc";"brand";"made_by";"manufacturer";"model";"images";"toDelete";"weight";"dimension";"variation_attributes";"dimension_data";"delivery_data";"modified";"updated_date";"next_update_date";"last_amazon_product_sync";"created";"offers_data";"marketplace_category";"marketplace_category_name";"web_hierarchy_location_codes";"web_hierarchy_location_name";"combined_description";"offers_qty";"reviews_qty";"ean_list";"upc_list";"regular_price";"list_price";"amazon_highest";"amazon_average";"thirdparty_average";"thirdparty_highest";"fast_track";"fast_track_to";"fast_track_from";"shipping_width";"shipping_length";"shipping_height";"shipping_weight";"product_page_price";"offer_page_price";"fast_track_days";"amazon_category_id";"synccentric_export";"synccentric_import";"sellrapido_merged";"notes";"phone_compatibility";"product_page_import_fee"
"994";"B01M3SMV88";"";"470.51";"0";"B01M3SMV88";"E2E8D3618M";"it";"16";"200";"0";"0";"1";"https://www.amazon.it/gp/offer-listing/B01M3SMV88/?ie=UTF8&f_primeEligible=true&condition=new";"";"https://www.amazon.it/dp/B01M3SMV88?ie=UTF8&m=A11IL2PNWYJU7H&qid=1634649579";"messages: checking made by tag on blacklistupdate successfulsync time (seconds) :2.808";"";"";"";"";"";"";"Axis M2025-le Outdoor Bullet Camera, Nero";"0";"Non disponibile.";"0";"Elettronica | › | Foto e videocamere | › | Videocamere di sorveglianza";"Axis m2025-le outdoor bullet camera, nero. Prodotto di ottima qualità, materiale affidabile. Prodotto creato sia per appassionati che per professionisti. Prodotto utile e pratico.";"Prodotto di ottima qualità, materiale affidabile | Prodotto creato sia per appassionati che per professionisti | Prodotto utile e pratico";"0988-001";"7331021056503";"";"Axis";"Marca: Axis";"Axis";"0988-001";"https://m.media-amazon.com/images/I/31897SksT+L._AC_.jpg";"0";"";"";"";"a:3:{s:6:""weight""\;N\;s:15:""shipping_weight""\;N\;s:9:""dimension""\;N\;}";"";"2021-11-10 17:47:40";"2021-03-27 19:36:41";"2021-10-21 15:19:42";"2020-11-18 22:36:15";"2019-12-08 22:24:27";"";"";"";"";"";"";"0";"0";"7331021056503";"";"470.51";"";"";"";"";"";"";"no date specified";"Oct 19";"";"";"";"";"470.51";"";"";"";"";"";"";"";"";"0"
"995";"B01M065EKC";"";"503.15";"0";"B01M065EKC";"DBAE9E0EC1";"it";"5";"200";"0";"0";"1";"https://www.amazon.it/gp/offer-listing/B01M065EKC/?ie=UTF8&f_primeEligible=true&condition=new";"";"https://www.amazon.it/dp/B01M065EKC?ie=UTF8&m=A11IL2PNWYJU7H&qid=1634927852";"messages: checking made by tag on blacklistupdate successfulsync time (seconds) :49.174";"";"";"";"";"";"";"Axis - Dome Wv Solo Sw Com";"0";"Non disponibile.";"0";"Informatica | › | Portatili";"Axis - dome wv solo sw com. Prodotto di ottima qualità, materiale affidabile. Prodotto creato sia per appassionati che per professionisti. Prodotto utile e pratico.";"Prodotto di ottima qualità, materiale affidabile | Prodotto creato sia per appassionati che per professionisti | Prodotto utile e pratico";"0892-003";"7331021054042";"";"Axis";"Marca: Axis";"Axis";"0895-003";"https://m.media-amazon.com/images/I/310LzsnzeCL._AC_.jpg";"0";"";"";"";"a:3:{s:6:""weight""\;N\;s:15:""shipping_weight""\;N\;s:9:""dimension""\;N\;}";"";"2021-11-10 17:47:40";"2021-10-13 23:11:52";"2021-10-23 11:38:21";"2020-11-18 22:36:15";"2019-12-08 22:24:27";"";"";"";"";"";"";"0";"1";"7331021054042,7331021053052";"";"503.15";"";"";"";"";"";"";"no date specified";"Oct 22";"";"";"";"";"503.15";"";"";"";"";"";"";"";"";"0"
"996";"B01LYI6HTQ";"";"113.47";"0";"B01LYI6HTQ";"8581Q5E67A";"it";"6";"200";"0";"0";"1";"https://www.amazon.it/gp/offer-listing/B01LYI6HTQ/?ie=UTF8&f_primeEligible=true&condition=new";"";"https://www.amazon.it/dp/B01LYI6HTQ?ie=UTF8&m=A11IL2PNWYJU7H&qid=1634946707";"messages: checking made by tag on blacklistupdate successfulsync time (seconds) :1.384";"";"";"";"";"";"";"Intenso DDR3&nbsp\;Desktop Pro 16GB (2x8GB) DDR3 DIMM";"0";"Non disponibile.";"0";"Informatica | › | Portatili";"INTENSO DDR3 Desktop CL11 2x8G1600M hz";"-";"5631162";"4034303024179";"";"Intenso";"Visita lo Store di Intenso";"Intenso";"5631162";"https://m.media-amazon.com/images/I/918hBbHoIzL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/91u1zOPgDhL._AC_SL1500_.jpg";"0";"";"";"";"a:3:{s:6:""weight""\;N\;s:15:""shipping_weight""\;N\;s:9:""dimension""\;N\;}";"";"2021-11-10 17:47:40";"2021-10-13 23:11:54";"2021-10-23 19:51:48";"2020-11-21 23:30:11";"2019-12-08 22:24:27";"";"";"";"";"";"";"0";"17";"4034303024179";"";"113.47";"";"";"";"";"";"";"no date specified";"Oct 23";"";"";"";"";"113.47";"";"";"";"";"";"";"";"";"0"
"997";"B01EJJ7G0E";"";"40.99";"0";"B01EJJ7G0E";"950A7C0940";"it";"1";"200";"0";"0";"1";"https://www.amazon.it/gp/offer-listing/B01EJJ7G0E/?ie=UTF8&f_primeEligible=true&condition=new";"";"https://www.amazon.it/dp/B01EJJ7G0E?ie=UTF8&m=A11IL2PNWYJU7H&qid=1634912135";"messages: checking made by tag on blacklistupdate successfulsync time (seconds) :1.428";"";"";"";"";"";"";"Conceptronic cipc am720s cavo Lose Cloud IP Camera Bianco";"30";"Disponibilità:  solo 1 -- ordina subito (ulteriori in arrivo).";"0";"Elettronica | › | Foto e videocamere | › | Videocamere di sorveglianza | › | Dom camera";"Con le sue dimensioni compatte, la telecamera Cloud IP wireless Conceptronic può essere montata a parete o utilizzata su un tavolo. Alimentata da una porta micro USB standard, la telecamera può essere posizionata ovunque vicino a una presa di corrente o a un caricabatterie mobile, garantendo una grande mobilità e un modo versatile per monitorare le vostre quattro pareti di casa. Tieni sotto controllo il tuo bambino addormentato o i tuoi bambini che giocano in soggiorno. Assicuratevi che i vostri animali domestici si allenino o che gli anziani siano al sicuro e a casa vostra. Facile configurazione wireless premendo un pulsante tramite app mobile, quindi è possibile accedere alle immagini in tempo reale acquisite dalla fotocamera. Con la funzione cloud, le immagini possono essere visualizzate da qualsiasi luogo del mondo. I LED a infrarossi integrati consentono il monitoraggio notturno. Le funzioni di rilevamento del movimento possono essere impostate per attivare un allarme o inviare avvisi e-mail all'utente.";"Risoluzione 720p HD | LED infrarossi integrati per visione notturna | Supporta il rilevamento del movimento e la notifica degli eventi via e-mail o FTP | Sicurezza wireless con crittografia WEP, WPA e WPA2 | Contenuto della confezione: telecamera IP cloud Conceptronic\; spina\; guida rapida";"CIPCAM720S";"4015867197547";"";"Conceptronic";"Marca: Conceptronic";"Conceptronic";"CIPCAM720S";"https://m.media-amazon.com/images/I/61OH-LA7ybL._AC_SL1447_.jpg";"0";"";"";"";"a:3:{s:6:""weight""\;N\;s:15:""shipping_weight""\;N\;s:9:""dimension""\;N\;}";"";"2021-11-10 17:47:40";"2021-10-22 16:15:36";"2021-10-22 19:15:36";"2020-11-18 22:36:15";"2019-12-08 22:24:27";"";"";"";"";"";"";"0";"0";"4015867197547";"";"40.99";"";"";"";"";"";"";"no date specified";"Oct 22";"";"";"";"";"40.99";"";"";"";"";"";"";"";"";"0"
"998";"B01C5Z2YMO";"";"765.32";"0";"B01C5Z2YMO";"522DMBC5C1";"it";"21";"200";"0";"0";"1";"https://www.amazon.it/gp/offer-listing/B01C5Z2YMO/?ie=UTF8&f_primeEligible=true&condition=new";"";"https://www.amazon.it/dp/B01C5Z2YMO?ie=UTF8&m=A11IL2PNWYJU7H&qid=1634685607";"messages: checking made by tag on blacklistupdate successfulsync time (seconds) :1.424";"";"";"";"";"";"";"Toshiba Satellite Pro A30-C-10T 2.3GHz i3-6100U 13.3"" 1366 x 768pixels Nero - notebooks (i3-6100U, DVD Super Multi DL, Touchpad, Windows 7 Professional, Lithium-Ion (Li-Ion), Intel Core i3-6xxx)";"0";"Non disponibile.";"0";"Informatica | › | Portatili";"Design elegante e resistente in magnesio con effetto spazzolato Processore Intel Skylake INTEL CORE i3 – 6100u (dual-core 2.3 GHz – Cache 3 Mb) 4 GB di RAM DDR3L 1600 MHz (2 Slots – Massimo 16 GB) ecr";"Soggetto: 13,3 cm 1980 x 1080 Pixels | Archiviazione e memoria: 4 GB di RAM, HDD 500 GB | Processore: Intel Core _ i3 (i3 - 6100u) GHz | Scheda grafica: Non di scheda grafica | Tecnologia di connessione: 1 porta (S) HDMI 0 Port (S) USB 2.0, 1 porta (S) 1 porta USB 3.0 (S) VGA";"PT361E-01900CFR";"4051528227239";"";"Toshiba";"Visita lo Store di Toshiba";"Toshiba";"PT361E-01900CFR";"https://m.media-amazon.com/images/I/31O9XAULOjL._AC_.jpg";"0";"";"";"";"a:3:{s:6:""weight""\;N\;s:15:""shipping_weight""\;N\;s:9:""dimension""\;N\;}";"";"2021-11-10 17:47:40";"2020-03-03 13:39:28";"2021-10-22 16:20:08";"2020-11-25 00:30:05";"2019-12-08 22:24:27";"";"";"";"";"";"";"0";"0";"4051528227239";"";"765.32";"";"";"";"";"";"";"no date specified";"Oct 20";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"999";"B00XVZ2ZB8";"";"22.24";"0";"B00XVZ2ZB8";"3A2Z82BE59";"it";"21";"200";"0";"0";"1";"https://www.amazon.it/gp/offer-listing/B00XVZ2ZB8/?ie=UTF8&f_primeEligible=true&condition=new";"";"https://www.amazon.it/dp/B00XVZ2ZB8?ie=UTF8&m=A11IL2PNWYJU7H&qid=1634685621";"messages: checking made by tag on blacklistupdate successfulsync time (seconds) :5.149";"";"";"";"";"";"";"Toshiba H000053380 ricambio per notebook Scheda di alimentazione";"0";"Non disponibile.";"0";"Informatica | › | Componenti e pezzi di ricambio | › | Componenti interni | › | Alimentatori";"Toshiba H000053380 notebook spare part";"H000053380 | 5712505344859 | notebook spare parts";"H000053380";"5712505344859";"";"Toshiba";"Visita lo Store di Toshiba";"Toshiba";"H000053380";"https://m.media-amazon.com/images/I/315w0aON66L._AC_.jpg";"0";"";"";"";"a:3:{s:6:""weight""\;N\;s:15:""shipping_weight""\;N\;s:9:""dimension""\;N\;}";"";"2021-11-10 17:47:40";"2020-12-26 06:07:47";"2021-10-22 16:20:26";"2020-11-18 22:36:15";"2019-12-08 22:24:27";"";"";"";"";"";"";"0";"0";"5712505344859,4054843706724";"";"22.24";"";"";"";"";"";"";"no date specified";"Oct 20";"";"";"";"";"22.24";"";"";"";"";"";"";"";"";"0"
"1000";"B00OYSKTXW";"";"72.99";"0";"B00OYSKTXW";"5B84X0W910";"it";"5";"200";"0";"0";"1";"https://www.amazon.it/gp/offer-listing/B00OYSKTXW/?ie=UTF8&f_primeEligible=true&condition=new";"";"https://www.amazon.it/dp/B00OYSKTXW?ie=UTF8&m=A11IL2PNWYJU7H&qid=1634961209";"messages: checking made by tag on blacklistupdate successfulsync time (seconds) :25.941";"";"";"";"";"";"";"Fujitsu Car/Air Dc Mini Auto Nero Caricabatterie per Cellulari e Pda";"0";"Attualmente non disponibile.";"0";"Informatica | › | Portatili";"Fujitsu Car/Air DC Mini Adapter 80 - Netzteil";"Prodotto di ottima qualità, materiale affidabile | Prodotto creato sia per appassionati che per professionisti | Prodotto utile e pratico";"S26391-F2613-L616";"4053162520417";"";"Fujitsu";"Visita lo Store di Fujitsu";"FUJITSU";"S26391-F2613-L616";"https://m.media-amazon.com/images/I/51O9ICp1yYL._AC_SL1200_.jpg";"0";"";"";"";"a:3:{s:6:""weight""\;N\;s:15:""shipping_weight""\;N\;s:9:""dimension""\;N\;}";"";"2021-11-10 17:47:40";"2021-10-19 04:37:53";"2021-10-23 20:53:55";"2020-11-21 23:30:11";"2019-12-08 22:24:27";"";"";"";"";"";"";"0";"0";"4053162520417,4053026651486";"";"72.99";"";"";"";"";"";"";"no date specified";"Oct 23";"";"";"";"";"72.99";"";"";"";"";"";"";"";"";"0"
"1001";"B00LCIZRZ2";"";"115.49";"0";"B00LCIZRZ2";"C10ECZL60A";"it";"11";"200";"0";"0";"1";"https://www.amazon.it/gp/offer-listing/B00LCIZRZ2/?ie=UTF8&f_primeEligible=true&condition=new";"";"https://www.amazon.it/dp/B00LCIZRZ2?ie=UTF8&m=A11IL2PNWYJU7H&qid=1634624380";"messages: checking made by tag on blacklistupdate successfulsync time (seconds) :1.191";"";"";"";"";"";"";"HP 738708-001 ricambio per notebook Coperchio superiore";"0";"Attualmente non disponibile.";"0";"Informatica | › | Componenti e pezzi di ricambio";"HP 738708-001 notebook spare part.#NAME?";"738708-001";"738708-001";"5712505091265";"";"HP";"Visita lo Store di HP";"hp";"738708-001";"https://m.media-amazon.com/images/I/41UYqNL8GQL._AC_.jpg";"0";"";"";"";"a:3:{s:6:""weight""\;N\;s:15:""shipping_weight""\;N\;s:9:""dimension""\;N\;}";"";"2021-11-10 17:47:40";"2021-10-13 23:11:23";"2021-10-20 17:19:41";"2020-11-18 22:36:15";"2019-12-08 22:24:27";"";"";"";"";"";"";"0";"0";"5712505091265";"";"115.49";"";"";"";"";"";"";"no date specified";"Oct 19";"";"";"";"";"115.49";"";"";"";"";"";"";"";"";"0"
"1002";"B00IG0Q898";"";"12.69";"0";"B00IG0Q898";"96B97D8405";"it";"21";"200";"0";"0";"1";"https://www.amazon.it/gp/offer-listing/B00IG0Q898/?ie=UTF8&f_primeEligible=true&condition=new";"";"https://www.amazon.it/dp/B00IG0Q898?ie=UTF8&m=A11IL2PNWYJU7H&qid=1634685652";"messages: checking made by tag on blacklistupdate successfulsync time (seconds) :1.669";"";"";"";"";"";"";"INDIGOS UG Il scioccante a Mano Adesivo per Computer Portatile da 297 x 205 mm Nero sagomati con bandierina Nord Corea-Nordkorea";"0";"Non disponibile.";"0";"Informatica | › | Accessori | › | Accessori per PC portatili | › | Adesivi per computer";"Adesivo per il tuo laptop di qualità abituale di INDIGOS UG. L'iconico adesivo a mano è disponibile nelle misure 210 x 144 mm o 297 x 205 mm e in tutte le nazionalità. Con questo articolo acquisterete un adesivo di design di alta qualità per personalizzare il vostro computer. Questo adesivo appositamente realizzato in pellicola di stampa digitale è semplicissimo da applicare e, se necessario, può essere rimosso senza lasciare residui. Si attacca a tutte le superfici lisce, pulite e prive di grasso e vetro. Tecnica di incollaggio: I nostri adesivi sono tagliati da una pellicola autoadesiva di alta qualità e sono facili da incollare. Istruzioni dettagliate incluse (lingua italiana non garantita). Le custodie per laptop sono realizzate in pellicola di qualità Orafol e sono resistenti ai raggi UV e all'acqua, perfettamente tagliate su contorno e rivestite con laminato protettivo. Colori: purtroppo ogni monitor mostra i colori mostrati in questa offerta, in modo che il colore che riceverete potrebbe differire da quello mostrato in foto. Si prega di notare che questo articolo non può essere cancellato o restituito a causa di una variazione di colore. Avete domande sui nostri prodotti? Dal lunedì al venerdì 08:00 alle 17:00 : (0341) / 699 25 07 Mail: info@indigos-le";"Riceverai un prodotto di punta Orafol qualità pellicola. Made in Germany | Pregiati pellicola etichettatura digitale stampato, con un plotter perfettamente dipinto, resistente ai raggi UV e impermeabile. | Nelle divertenti adesivi telefono si tratta di una stampa digitale multicolore che anche dopo anni non può essere rimosso. | Con questo articolo acquisire un alimentatore design adesivo per l' esclusivo nel tuo laptop. | Bella qualità a colla, con protezione laminato - Il regalo perfetto per uomini, donne, bambini o per amici e colleghi.";"4055309856472";"4055309856472";"";"INDIGOS UG";"Marca: INDIGOS UG";"INDIGOS UG";"4055309856472";"https://m.media-amazon.com/images/I/71Yxsb8CSeL._AC_SL1208_.jpg|https://m.media-amazon.com/images/I/61UG8JguzdL._AC_SL1229_.jpg";"0";"";"";"";"a:3:{s:6:""weight""\;N\;s:15:""shipping_weight""\;N\;s:9:""dimension""\;N\;}";"";"2021-11-10 17:47:40";"2020-11-01 23:41:15";"2021-10-22 16:20:54";"2020-11-18 22:36:15";"2019-12-08 22:24:27";"";"";"";"";"";"";"0";"0";"4055309856472";"";"12.69";"";"";"";"";"";"";"no date specified";"Oct 20";"";"";"";"";"12.69";"";"";"";"";"";"";"";"";"0"
"1003";"B00ID2N5NG";"";"5.72";"0";"B00ID2N5NG";"3D76CI7DG4";"it";"8";"200";"0";"0";"1";"https://www.amazon.it/gp/offer-listing/B00ID2N5NG/?ie=UTF8&f_primeEligible=true&condition=new";"";"https://www.amazon.it/dp/B00ID2N5NG?ie=UTF8&m=A11IL2PNWYJU7H&qid=1635020241";"messages: checking made by tag on blacklistupdate successfulsync time (seconds) :47.222";"";"";"";"";"";"";"INDIGOS UG Il Shocker Mano Decal Sticker Laptop Skin 297&nbsp\;x 205&nbsp\;mm Contorno Nero con Bandiera Costa d' Avorio";"1";"Disponibilità: solo 1";"0";"Informatica | › | Accessori | › | Accessori per PC portatili | › | Adesivi per computer";"Adesivo per computer portatile di qualità indigos UG. L'iconico adesivo a forma di mano è disponibile nelle dimensioni 210 x 144 mm o 297 x 205 mm e in tutte le nazioni. Adesivo di design di alta qualità per personalizzare il tuo computer. Questo adesivo appositamente realizzato in pellicola a stampa digitale è semplicissimo da applicare e, se necessario, può essere rimosso senza lasciare residui. Aderisce a tutte le superfici lisce, pulite e prive di grasso e su vetro. Tecnica di incollaggio: I nostri adesivi sono tagliati in pellicola autoadesiva di alta qualità e sono facili da applicare. Ogni confezione include istruzioni dettagliate (lingua italiana non garantita). Le pellicole per computer portatili sono realizzate in pellicola di qualità Orafol e sono resistenti ai raggi UV e all'acqua, tagliate perfettamente sui contorni e rivestite con laminato protettivo. Colori: purtroppo, ogni monitor mostra i colori mostrati in questa offerta in modo che il colore reale potrebbe differire da quello mostrato qui. Si prega di notare che questo articolo non può essere reclamato o restituito a causa di una differenza di colore. Avete domande sui nostri prodotti? Da lunedì a venerdì 08:00 a 17:00 Tel. : (0341) / 699 25 07 Mail: info@indigos-le";"Riceverai un prodotto di punta Orafol qualità pellicola. Made in Germany | Pregiati pellicola etichettatura digitale stampato, con un plotter perfettamente dipinto, resistente ai raggi UV e impermeabile. | Nelle divertenti adesivi telefono si tratta di una stampa digitale multicolore che anche dopo anni non può essere rimosso. | Con questo articolo acquisire un alimentatore design adesivo per l' esclusivo nel tuo laptop. | Bella qualità a colla, con protezione laminato - Il regalo perfetto per uomini, donne, bambini o per amici e colleghi.";"4055309807627";"4055309807627";"";"INDIGOS UG";"Marca: INDIGOS UG";"INDIGOS UG";"4055309807627";"https://m.media-amazon.com/images/I/71GZx30037L._AC_SL1206_.jpg|https://m.media-amazon.com/images/I/61Qegb2yfXL._AC_SL1228_.jpg";"0";"";"";"";"a:3:{s:6:""weight""\;N\;s:15:""shipping_weight""\;N\;s:9:""dimension""\;N\;}";"";"2021-11-10 17:47:40";"2021-03-27 04:18:02";"2021-10-24 22:18:08";"2020-11-18 22:36:15";"2019-12-08 22:24:27";"";"";"";"";"";"";"0";"0";"4055309807627";"";"5.72";"";"";"";"";"";"";"no date specified";"Oct 23";"";"";"";"";"5.72";"";"";"";"";"";"";"";"";"0"
